editTopo.py edits file version 1
#
# This file can be used as an argument for editTopo.py --apply
#
# created: Sun Sep  6 11:41:01 2020
# by: aek156
# via: ./topogtools/editTopo.py --ref /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc topog_new_deseas_partialcell_mindepth_masked_fixnonadvective.nc
#
# These edits fill in the enclosed Sulu Sea basin up to the sill depth of 503m, by copying data from previous topography
# /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc
# see https://github.com/COSIMA/access-om2/issues/158#issuecomment-698758041
#
# There are additional edits below in the Denmark Strait, Faroe Bank channel, Nares Strait and Caribbean Sea
# - search for "created" to find these.
#
#   i    j  old                 new
   916  1023  309.74658203125     397.5320739746094
   917  1023  280.40411376953125  397.5320739746094
   919  1023  217.05877685546875  397.5320739746094
   920  1024  204.5545654296875   397.5320739746094
   922  1022  184.123779296875    397.5320739746094
   926  1024  205.92672729492188  397.5320739746094
   930  1023  156.5810546875      397.5320739746094
   933  1023  126.69854736328125  397.5320739746094
   936  1023  177.22857666015625  397.5320739746094
   937  1023  177.7449188232422   397.5320739746094
   938  1023  176.625             397.5320739746094
   941  1023  24.572580337524414  397.5320739746094
   945  1023  11.805749893188477  397.5320739746094
   946  1024  11.805749893188477  397.5320739746094
   947  1024  11.805749893188477  397.5320739746094
   948  1024  11.805749893188477  397.5320739746094
   949  1024  11.805749893188477  397.5320739746094
   950  1024  11.805749893188477  397.5320739746094
   951  1024  11.805749893188477  397.5320739746094
   952  1024  11.805749893188477  397.5320739746094
   953  1024  11.805749893188477  397.5320739746094
   955  1024  11.805749893188477  397.5320739746094
   956  1025  11.805749893188477  397.5320739746094
   957  1025  11.805749893188477  397.5320739746094
   958  1025  11.805749893188477  397.5320739746094
   959  1025  11.805749893188477  397.5320739746094
   942  1025  155.83213806152344  397.5320739746094
   945  1026  263.2637939453125   397.5320739746094
   946  1026  245.77606201171875  397.5320739746094
   948  1026  120.63555908203125  397.5320739746094
   949  1026  204.65103149414062  397.5320739746094
   952  1026  200.78334045410156  397.5320739746094
   953  1026  170.94876098632812  397.5320739746094
   956  1027  339.7750244140625   397.5320739746094
   957  1027  339.7750244140625   397.5320739746094
   958  1027  339.7750244140625   397.5320739746094
   912  1020  150.35394287109375  397.5320739746094
   914  1020  275.72430419921875  397.5320739746094
   915  1020  312.7350158691406   397.5320739746094
   916  1020  339.7750244140625   397.5320739746094
   917  1020  339.7750244140625   397.5320739746094
   918  1020  339.7750244140625   397.5320739746094
   919  1020  339.7750244140625   397.5320739746094
   920  1020  289.8253173828125   397.5320739746094
   921  1020  289.8253173828125   397.5320739746094
   922  1020  289.8253173828125   397.5320739746094
   923  1020  289.8253173828125   397.5320739746094
   924  1020  209.63919067382812  397.5320739746094
   925  1020  246.73709106445312  397.5320739746094
   912  1021  386.2018737792969   397.5320739746094
   913  1021  382.0257568359375   397.5320739746094
   915  1021  433.49188232421875  397.5320739746094
   916  1021  339.7750244140625   397.5320739746094
   918  1021  315.56689453125     397.5320739746094
   919  1021  299.81524658203125  397.5320739746094
   920  1022  209.63919067382812  397.5320739746094
   921  1022  193.91294860839844  397.5320739746094
   926  1022  198.90869140625     397.5320739746094
   928  1022  206.22317504882812  397.5320739746094
   931  1022  150.35394287109375  397.5320739746094
   933  1022  115.42500305175781  397.5320739746094
   934  1022  110.7229995727539   397.5320739746094
   935  1022  111.45341491699219  397.5320739746094
   936  1022  106.69143676757812  397.5320739746094
   939  1023  126.84925842285156  397.5320739746094
   931  1025  209.63919067382812  389.51611328125
   935  1025  209.63919067382812  391.54559326171875
   937  1025  240.80645751953125  397.5320739746094
   939  1025  289.8253173828125   397.5320739746094
   941  1026  339.7750244140625   370.643798828125
   942  1026  305.1048583984375   383.3873596191406
   942  1027  339.7750244140625   351.3264465332031
   944  1027  289.8253173828125   333.32550048828125
   929  1020  194.4064483642578   397.5320739746094
   932  1021  137.111572265625    397.5320739746094
   937  1021  87.76229858398438   397.5320739746094
   939  1022  92.86747741699219   397.5320739746094
   941  1022  30.69841194152832   397.5320739746094
   944  1023  11.805749893188477  397.5320739746094
   942  1021  29.059171676635742  397.5320739746094
   944  1022  11.805749893188477  397.5320739746094
   947  1021  11.805749893188477  397.5320739746094
   948  1022  11.805749893188477  397.5320739746094
   949  1022  11.805749893188477  397.5320739746094
   950  1022  11.805749893188477  397.5320739746094
